objectid,service_request_id,subject,status,status_notes,service_name,service_code,agency_responsible,service_notice,requested_datetime,updated_datetime,expected_datetime,closed_datetime,address,zipcode,media_url,lat,lon
4680554,15732875,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-02-28T01:57:22Z,2023-02-28T20:18:21Z,2023-03-01T00:00:00Z,2023-02-28T20:13:15Z,2812 RUTH ST,19134,https://d17aqltn7cihbm.cloudfront.net/uploads/large_70a58ba8d73114952fcbb11999119c26,39.991090536020465,-75.1216578990814
4682583,15735543,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-01T02:40:28Z,2023-03-01T15:31:31Z,2023-03-02T00:00:00Z,2023-03-01T15:26:20Z,10038 HEGERMAN ST,19114,NA,40.06449862957246,-74.98233103359976
4682598,15735595,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-01T08:58:33Z,2023-03-02T14:53:07Z,2023-03-02T00:00:00Z,2023-03-01T16:07:18Z,439 E SOMERSET ST,19134,https://d17aqltn7cihbm.cloudfront.net/uploads/large_656052f4c059aee9ef34369b5f3c09e4,39.991539750607394,-75.12321658694327
4682620,15735637,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-01T13:01:49Z,2023-03-01T17:10:04Z,2023-03-02T00:00:00Z,2023-03-01T17:04:58Z,7601 E ROOSEVELT BLVD,19152,NA,40.04961169507741,-75.05077985396574
4682633,15735650,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-01T13:06:31Z,2023-03-01T13:11:35Z,2023-03-02T00:00:00Z,2023-03-01T13:06:32Z,438 E SOMERSET ST,19134,NA,39.99150163801891,-75.12321755439658
4682826,15735882,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-01T14:17:45Z,2023-03-01T14:22:49Z,2023-03-02T00:00:00Z,2023-03-01T14:17:46Z,2027 E RUSH ST,19134,NA,39.988769638728165,-75.11933876001751
4683485,15736754,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-01T17:29:05Z,2023-03-01T17:34:10Z,2023-03-02T00:00:00Z,2023-03-01T17:29:06Z,2816 A ST,19134,NA,39.99260633317695,-75.12857823910448
4684498,15738185,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-02T12:17:12Z,2023-03-02T15:48:52Z,2023-03-03T00:00:00Z,2023-03-02T15:43:45Z,2837 KENSINGTON AVE,19134,NA,39.99204575148771,-75.1214005406427
4686000,15740119,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-03T03:10:04Z,2023-03-03T14:25:21Z,2023-03-06T00:00:00Z,2023-03-03T13:08:27Z,132 S 11TH ST,19107,https://d17aqltn7cihbm.cloudfront.net/uploads/large_e2490529877084a14630fcfb3bd6d073,39.94912009627496,-75.1588944739158
4686215,15740413,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-03T03:33:39Z,2024-05-10T18:42:55Z,2023-03-06T00:00:00Z,2023-03-03T16:47:27Z,CORAL ST & E RUSH ST,19134,NA,39.98852529345396,-75.11914113689612
4687298,15741795,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-03T19:19:44Z,2023-03-03T19:26:58Z,2023-03-06T00:00:00Z,2023-03-03T19:21:52Z,4020 WOODHAVEN RD # 2,19154,NA,40.085879393949185,-74.970757896264
4687312,15741810,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-03T19:20:56Z,2023-03-03T20:14:13Z,2023-03-06T00:00:00Z,2023-03-03T20:09:07Z,12311 ACADEMY RD,19154,NA,40.09639981956352,-74.97575201391713
4688660,15743813,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-06T08:12:01Z,2024-07-23T08:22:22Z,2023-03-07T00:00:00Z,2023-03-06T21:27:23Z,140 N CHRISTOPHER COLUMBUS BLVD,19106,https://d17aqltn7cihbm.cloudfront.net/uploads/large_ffb4f3d6932f7edaa2dcad736e8e3699,39.95322735032784,-75.14013800156704
4688848,15744079,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-06T08:30:51Z,2023-03-06T23:32:34Z,2023-03-07T00:00:00Z,2023-03-06T23:27:30Z,2415 TURNER ST,19121,NA,39.979925700843054,-75.17485945452914
4688893,15744132,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-06T08:34:36Z,2023-03-06T23:41:49Z,2023-03-07T00:00:00Z,2023-03-06T23:36:44Z,LEFEVRE ST & PEARCE ST,19137,NA,40.00456093733773,-75.07541458618249
4689238,15744554,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-06T14:07:44Z,2023-03-07T01:01:22Z,2023-03-07T00:00:00Z,2023-03-07T00:56:16Z,11815 WALDEMIRE DR,19154,https://d17aqltn7cihbm.cloudfront.net/uploads/large_6a2fbe1add599049910c76cec86ec6bb,40.087405433836935,-74.98044709956682
4689408,15744750,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-06T14:20:27Z,2023-03-07T13:21:34Z,2023-03-07T00:00:00Z,2023-03-07T13:16:27Z,3301 ARAMINGO AVE,19134,NA,39.99036251611054,-75.10269972474404
4689435,15744782,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-06T14:22:49Z,2024-05-10T18:42:55Z,2023-03-07T00:00:00Z,2023-03-07T13:34:09Z,RED LION RD & WALDEMIRE DR,NA,https://d17aqltn7cihbm.cloudfront.net/uploads/large_4857aa6d5fceb2753c4baa4c4db90b67,40.07433652196115,-74.9846323300909
4689443,15744792,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-06T14:23:23Z,2023-03-07T13:42:47Z,2023-03-07T00:00:00Z,2023-03-07T13:42:46Z,7503 E ROOSEVELT BLVD,19152,NA,40.04797289955529,-75.05096224267339
4689464,15744814,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-06T14:24:44Z,2023-03-07T13:59:19Z,2023-03-07T00:00:00Z,2023-03-07T13:54:11Z,11901 WALDEMIRE DR,19154,NA,40.08846700647129,-74.98041869682466
4690000,15745491,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-06T16:54:55Z,2024-05-10T18:43:25Z,2023-03-07T00:00:00Z,2023-03-06T16:54:56Z,A ST & E INDIANA AVE,NA,NA,39.99521032632848,-75.12799841637464
4690203,15745729,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-06T17:49:06Z,2023-03-06T17:54:12Z,2023-03-07T00:00:00Z,2023-03-06T17:49:08Z,2843 E VENANGO ST,19134,NA,39.98706319020696,-75.09138861252106
4690740,15746405,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-06T20:33:17Z,2023-03-06T20:38:22Z,2023-03-07T00:00:00Z,2023-03-06T20:33:18Z,2820 KENSINGTON AVE,19134,NA,39.991877159573654,-75.1218521043411
4691048,15746794,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-06T23:31:56Z,2023-03-06T23:36:59Z,2023-03-08T00:00:00Z,2023-03-06T23:31:57Z,2002 E HUNTINGDON ST,19125,NA,39.98664587845444,-75.12551113173605
4691107,15746889,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-07T06:39:23Z,2023-03-07T15:05:19Z,2023-03-08T00:00:00Z,2023-03-07T15:00:12Z,11825 WALDEMIRE DR,19154,https://d17aqltn7cihbm.cloudfront.net/uploads/large_bc9e23daa858d757d8126530dc038889,40.08773026282243,-74.98053883939245
4691113,15746900,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-07T06:40:17Z,2023-03-07T15:55:03Z,2023-03-08T00:00:00Z,2023-03-07T15:13:09Z,3800 RICHMOND ST,19137,https://d17aqltn7cihbm.cloudfront.net/uploads/large_b0dbf330ffd592556fcb5eafccfaa4d0,39.99035214141329,-75.08713941671029
4691140,15746943,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-07T06:43:29Z,2023-03-07T15:59:45Z,2023-03-08T00:00:00Z,2023-03-07T15:54:43Z,2801 PENNSYLVANIA AVE # A101,19130,NA,39.97044184035298,-75.18310790854906
4691284,15747146,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-07T06:58:12Z,2023-03-07T17:51:20Z,2023-03-08T00:00:00Z,2023-03-07T17:46:12Z,2724 KENSINGTON AVE,19134,NA,39.99044178950223,-75.12444999281355
4691307,15747172,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-07T07:00:21Z,2023-03-07T18:01:43Z,2023-03-08T00:00:00Z,2023-03-07T17:56:36Z,2700 C ST,19134,NA,39.990747355259984,-75.12473283674284
4691322,15747189,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-07T07:01:38Z,2023-03-07T18:14:39Z,2023-03-08T00:00:00Z,2023-03-07T18:09:32Z,90-94 LAUREL ST,19123,NA,39.964959800434144,-75.13702167896099
4691432,15747394,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-07T12:43:20Z,2023-03-07T20:19:23Z,2023-03-08T00:00:00Z,2023-03-07T20:14:18Z,2810 SANDYFORD AVE,19152,NA,40.046924475192306,-75.05079298694129
4691633,15747645,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-07T14:06:48Z,2023-03-07T20:04:48Z,2023-03-08T00:00:00Z,2023-03-07T19:59:41Z,1324 ARCH ST,19107,https://d17aqltn7cihbm.cloudfront.net/uploads/large_f879d9eef3946c20c48f80940a92c16f,39.95428684153816,-75.16239418236005
4691913,15748013,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-07T15:22:55Z,2023-03-07T20:27:27Z,2023-03-08T00:00:00Z,2023-03-07T20:22:21Z,2801 KENSINGTON AVE,19134,https://d17aqltn7cihbm.cloudfront.net/uploads/large_5109b8710f2b841c280b688181cafa0e,39.99147458050425,-75.12242212700882
4692107,15748255,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-07T16:16:31Z,2023-03-07T16:21:37Z,2023-03-08T00:00:00Z,2023-03-07T16:16:32Z,2200 E ANN ST,19134,NA,39.98820589063945,-75.11314445730005
4692327,15748558,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-07T17:19:11Z,2023-03-07T20:55:36Z,2023-03-08T00:00:00Z,2023-03-07T20:50:29Z,CHRISTIAN ST & S FRONT ST,19147,NA,39.935566240628226,-75.14525968895937
4692986,15749427,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-07T20:17:07Z,2024-05-10T18:43:25Z,2023-03-08T00:00:00Z,2023-03-07T20:17:08Z,S FRONT ST & PINE ST,NA,NA,39.94288676909638,-75.14364199211758
4693198,15749716,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-07T21:17:53Z,2023-05-02T16:48:46Z,2023-03-09T00:00:00Z,2023-03-08T14:26:08Z,2201 E ANN ST,19134,https://d17aqltn7cihbm.cloudfront.net/uploads/large_758b1ec3cb92c23b714b0eb49029440e,39.9884824262708,-75.11327555329028
4693509,15750171,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-08T03:34:55Z,2023-03-08T17:07:02Z,2023-03-09T00:00:00Z,2023-03-08T17:01:54Z,2219 HOPE ST,19133,NA,39.98373597232289,-75.13296959828567
4694110,15750974,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-08T15:55:16Z,2023-03-08T18:35:59Z,2023-03-09T00:00:00Z,2023-03-08T18:30:54Z,933 N PENN ST,19123,NA,39.962454551736705,-75.13520531315021
4694769,15751858,Homeless Encampment Request,Closed,Information Provided,Homeless Encampment Request,NA,Office of Homeless Services,NA,2023-03-08T19:34:54Z,2024-05-11T15:52:14Z,NA,2024-02-01T17:58:49Z,3838 CASTOR AVE,19124,NA,40.005765035493,-75.09906764942686
4694870,15752002,Homeless Encampment Request,Closed,Information Provided,Homeless Encampment Request,NA,Office of Homeless Services,NA,2023-03-08T20:10:49Z,2024-05-11T15:43:54Z,NA,2024-02-01T18:03:13Z,2101 E ALLEGHENY AVE,19134,NA,39.99229669531916,-75.10916787271904
4694892,15752032,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-08T20:17:32Z,2023-03-08T20:31:43Z,2023-03-09T00:00:00Z,2023-03-08T20:26:36Z,3073 EMERALD ST,19134,https://d17aqltn7cihbm.cloudfront.net/uploads/large_1ae53475a570b07cf07ec4c3bb5e1b20,39.99251158536257,-75.11456821811346
4695275,15752563,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-08T23:24:35Z,2023-03-10T00:48:53Z,2023-03-10T00:00:00Z,2023-03-08T23:24:36Z,746 S BROAD ST,19146,NA,39.941541064955594,-75.16606918960179
4695498,15752886,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-09T13:36:56Z,2023-03-09T15:40:24Z,2023-03-10T00:00:00Z,2023-03-09T15:35:00Z,120 N CHRISTOPHER COLUMBUS BLVD,19106,https://d17aqltn7cihbm.cloudfront.net/uploads/large_8adf378d0c971f422ab65257cdf38c55,39.952711240249165,-75.14030178587679
4695953,15753445,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-09T15:47:07Z,2023-03-09T16:36:51Z,2023-03-10T00:00:00Z,2023-03-09T16:31:46Z,1825 E HILTON ST,19134,https://d17aqltn7cihbm.cloudfront.net/uploads/large_4fbd6a2c2ae8e37a8619ebaaaae3ff4f,39.99617440399468,-75.11207888547004
4696340,15753928,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-09T17:48:18Z,2023-03-09T17:55:30Z,2023-03-10T00:00:00Z,2023-03-09T17:50:23Z,235 S 15TH ST,19102,NA,39.94838848004162,-75.16617315734094
4697422,15755410,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-10T14:24:18Z,2023-03-10T15:38:30Z,2023-03-13T00:00:00Z,2023-03-10T15:33:21Z,6201 TORRESDALE AVE,19135,https://d17aqltn7cihbm.cloudfront.net/uploads/large_31fcdaf0ac92354732fd2fa4a3b66eb2,40.01998852939079,-75.05468239314143
4697508,15755518,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-10T14:49:52Z,2023-03-10T15:53:30Z,2023-03-13T00:00:00Z,2023-03-10T15:48:22Z,2354 S LEE ST,19148,NA,39.917928188771306,-75.14859194468646
4697552,15755574,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-10T15:03:22Z,2023-03-10T15:08:27Z,2023-03-13T00:00:00Z,2023-03-10T15:03:23Z,2834 CASTOR AVE,19134,NA,39.9884026773529,-75.08908760692324
4698166,15756478,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-10T18:14:54Z,2023-03-10T18:19:58Z,2023-03-13T00:00:00Z,2023-03-10T18:14:55Z,2100 E ALLEGHENY AVE,19134,NA,39.99187731800959,-75.10937734254077
4698869,15757489,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-11T14:10:11Z,2023-03-13T13:53:27Z,2023-03-14T00:00:00Z,2023-03-13T13:48:20Z,2640-50 WHEATSHEAF LN,19137,NA,39.99322192751784,-75.08662226330608
4698895,15757560,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-11T17:01:31Z,2023-03-13T14:42:13Z,2023-03-14T00:00:00Z,2023-03-13T14:37:07Z,2301 PENNSYLVANIA AVE,19130,https://d17aqltn7cihbm.cloudfront.net/uploads/large_338fa127903633c8a895216c2506c609,39.96449300641796,-75.17631981468584
4698897,15757562,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-11T17:05:50Z,2023-03-13T14:34:03Z,2023-03-14T00:00:00Z,2023-03-13T14:28:57Z,33 N BROAD ST,19107,https://d17aqltn7cihbm.cloudfront.net/uploads/large_61f2ae8b17f7f989a1c91ce88572a2ac,39.95369284821497,-75.16321953358906
4698908,15757583,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-11T17:44:26Z,2023-03-13T14:41:34Z,2023-03-14T00:00:00Z,2023-03-13T14:36:21Z,2601 PENNSYLVANIA AVE APT 1001,19130,https://d17aqltn7cihbm.cloudfront.net/uploads/large_eda89d6a4315dea6b8334242f8b90233,39.96853431276595,-75.18094870898982
4698914,15757591,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-11T18:06:22Z,2023-03-13T14:43:49Z,2023-03-14T00:00:00Z,2023-03-13T14:38:38Z,4323 BALTIMORE AVE,19104,NA,39.94943248274095,-75.21015015437752
4699053,15757862,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-12T15:01:00Z,2023-03-13T18:00:45Z,2023-03-14T00:00:00Z,2023-03-13T17:55:38Z,5401 UMBRIA ST,19128,NA,40.041806506005216,-75.24353121755468
4699130,15757998,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-12T19:25:24Z,2023-03-13T18:08:32Z,2023-03-14T00:00:00Z,2023-03-13T18:03:25Z,S BROAD ST & S PENN SQ,19107,https://d17aqltn7cihbm.cloudfront.net/uploads/large_bbd132d0e9d1c342d42c15c51692dfd3,39.95162917161469,-75.16402480991835
4699181,15758095,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-12T22:42:25Z,2023-03-13T18:41:17Z,2023-03-14T00:00:00Z,2023-03-13T18:36:11Z,401 E TUSCULUM ST,19134,https://d17aqltn7cihbm.cloudfront.net/uploads/large_88cd57517274c624ed080a320d7d68be,39.99062588440496,-75.12477076019421
4699195,15758119,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-13T00:05:47Z,2023-03-13T18:49:03Z,2023-03-14T00:00:00Z,2023-03-13T18:43:57Z,1837 HART LN,19134,NA,39.99118471418063,-75.12090138863759
4700537,15759876,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-13T18:40:14Z,2023-03-13T22:23:18Z,2023-03-14T00:00:00Z,2023-03-13T22:18:13Z,2810 KENSINGTON AVE,19134,https://d17aqltn7cihbm.cloudfront.net/uploads/large_2f304f2a4cfe762dbd05810e535a0c71,39.99174840632141,-75.12208327200284
4700845,15760274,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-13T20:08:30Z,2023-03-13T22:47:05Z,2023-03-15T00:00:00Z,2023-03-13T22:41:59Z,1829 E ALLEGHENY AVE,19134,NA,39.995813971474384,-75.11272176911756
4701189,15760808,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-14T03:04:34Z,2023-03-16T13:59:09Z,2023-03-15T00:00:00Z,2023-03-14T13:21:35Z,2701 S BROAD ST,19148,NA,39.915502193623446,-75.17152311785391
4702228,15762172,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-14T17:14:59Z,2023-03-14T17:20:03Z,2023-03-15T00:00:00Z,2023-03-14T17:15:00Z,5509 BLOYD ST,19138,NA,40.04428109749105,-75.1607873209058
4702330,15762322,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-14T17:53:26Z,2023-03-14T18:03:06Z,2023-03-15T00:00:00Z,2023-03-14T17:58:00Z,4301 PRINCETON AVE,19135,NA,40.0318503034867,-75.04207423242204
4702386,15762399,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-14T18:12:36Z,2023-03-14T18:21:51Z,2023-03-15T00:00:00Z,2023-03-14T18:16:44Z,4602 N 11TH ST,19140,NA,40.022430941684775,-75.14290074715316
4702489,15762533,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-14T18:42:22Z,2023-03-14T18:49:06Z,2023-03-15T00:00:00Z,2023-03-14T18:43:54Z,2088 SCATTERGOOD ST,19124,NA,40.01368279414809,-75.06987268805224
4702983,15763221,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-14T21:56:29Z,2023-03-15T12:32:30Z,2023-03-16T00:00:00Z,2023-03-15T12:27:20Z,3175 KENSINGTON AVE,19134,NA,39.99634005697768,-75.11360229874286
4702992,15763231,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-14T22:00:48Z,2023-03-15T12:39:15Z,2023-03-16T00:00:00Z,2023-03-15T12:34:09Z,2752 KENSINGTON AVE,19134,NA,39.99101659678473,-75.12341627374005
4703143,15763464,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-15T04:17:13Z,2023-03-15T13:57:13Z,2023-03-16T00:00:00Z,2023-03-15T13:52:06Z,1427 W VENANGO ST,19140,https://d17aqltn7cihbm.cloudfront.net/uploads/large_715258b3f80c98501baf1d1bd380e82f,40.00779660914709,-75.15248858853495
4704108,15764680,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-15T16:59:54Z,2023-03-15T17:04:58Z,2023-03-16T00:00:00Z,2023-03-15T16:59:55Z,1838 HART LN,19134,NA,39.99108223976159,-75.12087573433107
4704956,15765760,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-15T21:55:22Z,2023-03-15T22:00:30Z,2023-03-17T00:00:00Z,2023-03-15T21:55:23Z,441 E GIRARD AVE,19125,NA,39.97064677310886,-75.12932516918814
4705269,15766191,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-16T12:46:49Z,2023-03-16T14:41:41Z,2023-03-17T00:00:00Z,2023-03-16T14:41:40Z,600 S WASHINGTON SQ,19106,NA,39.94609921946026,-75.15150669487555
4705355,15766297,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-16T13:15:19Z,2023-03-16T14:59:11Z,2023-03-17T00:00:00Z,2023-03-16T14:54:04Z,1220 CATHARINE ST,19147,https://d17aqltn7cihbm.cloudfront.net/uploads/large_49895bead4dfd0e7d4ba589aaf90e9e0,39.940408628969294,-75.16309077763565
4706557,15767807,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-16T19:25:58Z,2023-03-16T19:32:31Z,2023-03-17T00:00:00Z,2023-03-16T19:27:26Z,2416-22 RICHMOND ST,19125,NA,39.97367735911747,-75.11862330651891
4706885,15768282,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-16T22:01:07Z,2024-05-10T18:43:57Z,2023-03-20T00:00:00Z,2023-03-16T22:01:08Z,LESTER RD & TORREY RD,NA,NA,40.09796532772598,-74.97026287329173
4706966,15768384,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-16T23:42:45Z,2023-03-16T23:47:49Z,2023-03-20T00:00:00Z,2023-03-16T23:42:47Z,516R SAINT MICHAEL DR,19148,NA,39.915717195176754,-75.1572068920159
4706985,15768410,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-17T00:26:10Z,2023-03-27T14:39:50Z,2023-03-20T00:00:00Z,2023-03-17T13:42:57Z,5255 UMBRIA ST,19128,https://d17aqltn7cihbm.cloudfront.net/uploads/large_68b3a709fc32e9551ebf7348a791bfe3,40.040642865781194,-75.24196338928925
4707011,15768445,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-17T01:06:01Z,2023-03-17T13:55:16Z,2023-03-20T00:00:00Z,2023-03-17T13:50:10Z,2728 KENSINGTON AVE,19134,NA,39.9904934405149,-75.12436015896076
4707477,15769115,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2023-03-17T14:36:35Z,2023-03-17T15:24:11Z,2023-03-20T00:00:00Z,2023-03-17T15:19:04Z,2147 E CLEMENTINE ST,19134,https://d17aqltn7cihbm.cloudfront.net/uploads/large_b585fbd0d00926f347a5d4a6cdff1550,39.99040700937501,-75.11069903430827
4707578,15769248,Homeless Encampment Request,Closed,Information Provided,Homeless Encampment Request,NA,Office of Homeless Services,NA,2023-03-17T15:06:48Z,2024-05-11T13:09:20Z,NA,2024-02-01T18:05:56Z,125 e CUMBERLAND ST,19133,NA,39.98791544198915,-75.13232167818994
