objectid,service_request_id,subject,status,status_notes,service_name,service_code,agency_responsible,service_notice,requested_datetime,updated_datetime,expected_datetime,closed_datetime,address,zipcode,media_url,lat,lon
5181821,16540826,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-01T18:16:38Z,2024-05-11T12:52:33Z,2024-02-02T00:00:00Z,2024-02-01T18:16:38Z,1639 HARRISON ST,19124,NA,40.01871478259588,-75.08007687892395
5181834,16540841,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-01T18:19:44Z,2024-05-11T15:45:06Z,2024-02-02T00:00:00Z,2024-02-01T18:19:44Z,2300 E ALLEGHENY AVE,19134,NA,39.98948022000051,-75.10747021159065
5181841,16540848,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-01T18:21:36Z,2024-05-11T12:52:30Z,2024-02-02T00:00:00Z,2024-02-01T18:21:36Z,BENTON AVE & BUSTLETON AVE,NA,NA,40.07434199772307,-75.04661786502687
5181862,16540871,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-01T18:25:11Z,2024-05-11T16:14:46Z,2024-02-02T00:00:00Z,2024-02-01T18:25:11Z,2201 N AMERICAN ST,19133,NA,39.98408641307514,-75.13753263915741
5181876,16540886,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-01T18:28:03Z,2024-05-11T16:00:46Z,2024-02-02T00:00:00Z,2024-02-01T18:28:03Z,3408-50 B ST,19134,NA,40.0018748041917,-75.12462226106419
5182349,16541501,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-01T20:29:31Z,2024-05-11T16:02:32Z,2024-02-02T00:00:00Z,2024-02-02T17:34:00Z,184 E HUNTINGDON ST,19125,https://d17aqltn7cihbm.cloudfront.net/uploads/large_a681b408542ff6689bcdf2b5ee8bdfa1,39.98882200910098,-75.12810302758565
5182704,16542007,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-01T23:00:22Z,2024-05-11T12:56:02Z,2024-02-05T00:00:00Z,2024-02-02T19:08:05Z,2435 N FRONT ST,19133,https://d17aqltn7cihbm.cloudfront.net/uploads/large_a074d636416d0418038867febb0b1c02,39.987331772682666,-75.13134947576764
5182834,16542193,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-02T02:03:16Z,2024-05-11T16:03:48Z,2024-02-05T00:00:00Z,2024-02-02T20:35:23Z,3528-78 I ST,19134,https://d17aqltn7cihbm.cloudfront.net/uploads/large_b5edc35e152ea1dd238b88e85fb04432,40.002176396742776,-75.1100868137722
5184742,16544702,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-02T22:04:11Z,2024-05-11T15:53:13Z,2024-02-06T00:00:00Z,2024-02-05T14:01:37Z,603 E ALLEGHENY AVE,19134,https://d17aqltn7cihbm.cloudfront.net/uploads/large_c03410804b51c140cd7756347c393fdb,39.99740219352739,-75.11911764281199
5185098,16545286,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-03T20:08:55Z,2024-05-11T13:07:56Z,2024-02-06T00:00:00Z,2024-02-05T22:32:50Z,3165 KENSINGTON AVE,19134,https://d17aqltn7cihbm.cloudfront.net/uploads/large_7a64f15f634984ae41bad2d938b52fff,39.99616357072813,-75.1137498938615
5185256,16545615,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-04T15:52:52Z,2024-05-11T12:54:06Z,2024-02-06T00:00:00Z,2024-02-06T14:21:25Z,2235 E ONTARIO ST,19134,https://d17aqltn7cihbm.cloudfront.net/uploads/large_811fcc503e4dc3066a5a6c3555044083,39.99308252668182,-75.10331998769756
5185285,16545673,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-04T17:25:23Z,2024-05-11T16:15:32Z,2024-02-06T00:00:00Z,2024-02-06T15:17:19Z,2601 HOLME AVE,19152,https://d17aqltn7cihbm.cloudfront.net/uploads/large_0646730b84e36fdb8cfaad2a3aeb2493,40.05885376686453,-75.04245143917112
5182878,16542259,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-02T03:28:43Z,2024-05-11T12:52:30Z,2024-02-05T00:00:00Z,2024-02-02T21:10:11Z,E ERIE AVE & I ST,NA,https://d17aqltn7cihbm.cloudfront.net/uploads/large_8aeae9500efd00a027a786742e228c05,40.00539334479352,-75.10937229652143
5182898,16542299,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-02T06:01:08Z,2024-05-11T15:52:24Z,2024-02-05T00:00:00Z,2024-02-02T21:44:02Z,BARTRAM AVE & ISLAND AVE,NA,https://d17aqltn7cihbm.cloudfront.net/uploads/large_fa79a0188b28da51e920e54133be32ae,39.89460115553245,-75.23667701524629
5183085,16542553,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-02T13:46:44Z,2024-05-11T12:52:29Z,2024-02-05T00:00:00Z,2024-02-02T23:47:19Z,3091 EMERALD ST,19134,https://d17aqltn7cihbm.cloudfront.net/uploads/large_2711146848449cdebb34282c656c6ef5,39.992682435789085,-75.11409345844132
5170116,16525128,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-25T18:01:23Z,2024-05-11T12:53:11Z,2024-01-26T00:00:00Z,2024-01-25T18:01:23Z,7200 UMBRIA ST,19128,NA,40.041406243363745,-75.24365238104807
5170575,16525739,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-25T20:07:33Z,2024-05-11T12:52:47Z,2024-01-26T00:00:00Z,2024-01-25T20:07:33Z,1331 N 4TH ST,19122,NA,39.97196345657337,-75.14247651553148
5185415,16545852,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-04T21:29:57Z,2024-05-11T16:14:51Z,2024-02-06T00:00:00Z,2024-02-06T16:40:18Z,1501 RACE ST,19102,https://d17aqltn7cihbm.cloudfront.net/uploads/large_35b9c8cb948700d011a1fcc776ca60eb,39.95650859074656,-75.16474601618062
5185536,16546036,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-05T11:05:21Z,2024-05-11T16:14:16Z,2024-02-06T00:00:00Z,2024-02-06T18:43:31Z,126 CARSON ST,19127,https://d17aqltn7cihbm.cloudfront.net/uploads/large_aa8a8183bf56dc1de8c5a7ceedc25e6a,40.027075807571435,-75.22547839652384
5186054,16546759,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-05T15:15:16Z,2024-05-11T16:03:18Z,2024-02-06T00:00:00Z,2024-02-06T20:13:01Z,4400 BAKER ST,19127,NA,40.02681046293501,-75.22443924447819
5186275,16547044,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-05T16:01:10Z,2024-05-11T13:07:15Z,2024-02-06T00:00:00Z,2024-02-05T16:01:10Z,6430 DICKS AVE,19142,NA,39.92010485361547,-75.22693355517549
5186421,16547238,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-05T16:37:27Z,2024-05-11T16:00:52Z,2024-02-06T00:00:00Z,2024-02-06T21:09:41Z,80 MIFFLIN ST,19148,https://d17aqltn7cihbm.cloudfront.net/uploads/large_5d3566d03fa5db3db2949f312ca93b7c,39.92361067577629,-75.14499714091981
5186886,16547834,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-05T18:31:25Z,2024-05-11T12:52:59Z,2024-02-06T00:00:00Z,2024-02-06T21:32:21Z,1930-34 CHESTNUT ST,19103,NA,39.952011455592704,-75.17327855709748
5190114,16552030,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-06T23:31:23Z,2024-05-11T13:05:04Z,2024-02-08T00:00:00Z,2024-02-07T20:18:35Z,4200 RICHMOND ST,19137,https://d17aqltn7cihbm.cloudfront.net/uploads/large_6669813ce2ea0c140f26575f178543e4,39.99509570061136,-75.07807196758213
5187846,16549117,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-06T00:56:42Z,2024-05-11T15:45:23Z,2024-02-07T00:00:00Z,2024-02-07T00:17:04Z,1235 N DOVER ST,19121,NA,39.97544232289144,-75.18254529161523
5170841,16526099,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-01-25T21:21:08Z,2024-05-11T16:03:35Z,2024-01-29T00:00:00Z,2024-01-25T22:21:36Z,4333 BELGRADE ST,19137,NA,39.99997340477767,-75.07749398177891
5188125,16549499,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-06T13:55:01Z,2024-05-11T13:07:58Z,2024-02-07T00:00:00Z,2024-02-07T14:53:19Z,SAINT JAMES ST & S 22ND ST,NA,NA,39.95032677185013,-75.17746465688558
5188502,16549975,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-06T15:27:51Z,2024-05-11T16:01:52Z,2024-02-07T00:00:00Z,2024-02-07T15:37:11Z,217 N 54TH ST,19139,NA,39.96403934280192,-75.22766586526835
5188558,16550043,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-06T15:42:03Z,2024-05-11T13:05:47Z,2024-02-07T00:00:00Z,2024-02-07T15:56:38Z,919-21 LUDLOW ST,19107,https://d17aqltn7cihbm.cloudfront.net/uploads/large_78808c1ebca70b70f87fa5735ae9f829,39.950659851248346,-75.15622508951729
5188667,16550175,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-06T16:05:04Z,2024-05-11T15:55:19Z,2024-02-07T00:00:00Z,2024-02-07T16:06:20Z,1501 LOCUST ST,19102,NA,39.94845965840083,-75.16638511454357
5191634,16554030,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-07T18:57:26Z,2024-05-11T15:53:57Z,2024-02-08T00:00:00Z,2024-02-08T00:55:57Z,623 W LEHIGH AVE,19133,NA,39.992721045931766,-75.1434010395419
5192266,16554904,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-07T23:06:32Z,2024-05-11T13:08:07Z,2024-02-09T00:00:00Z,2024-02-08T16:42:13Z,S BROAD ST & SNYDER AVE,19145,NA,39.92437326474142,-75.16962817144784
5192397,16555123,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-08T11:58:17Z,2024-05-11T12:56:50Z,2024-02-09T00:00:00Z,2024-02-08T18:48:58Z,1820 E MONMOUTH ST,19134,https://d17aqltn7cihbm.cloudfront.net/uploads/large_40f9808815f43851b59e77d8ef9e5ac6,39.992391590628976,-75.11920436215843
5198060,16562688,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-12T18:05:34Z,2024-05-11T13:05:53Z,2024-02-13T00:00:00Z,2024-02-14T14:36:42Z,180 E HUNTINGDON ST,19125,https://d17aqltn7cihbm.cloudfront.net/uploads/large_14f1b544b2d636cef16e93e7f6b5627c,39.98883686257315,-75.12821764025445
5194371,16557686,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-08T23:05:52Z,2024-05-11T15:55:27Z,2024-02-12T00:00:00Z,2024-02-08T23:05:52Z,1800 W GIRARD AVE,19130,NA,39.97219866710333,-75.165965677976
5194461,16557875,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-09T03:35:22Z,2024-05-11T15:42:30Z,2024-02-12T00:00:00Z,2024-02-09T17:54:53Z,738 S 51ST ST,19143,NA,39.94735821523136,-75.22521657581304
5194476,16557916,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-09T12:16:25Z,2024-05-11T12:53:13Z,2024-02-12T00:00:00Z,2024-02-09T18:27:38Z,FRANKFORD AVE & E HUNTINGDON ST,19125,https://d17aqltn7cihbm.cloudfront.net/uploads/large_cc55b3baead002c7734964aff6372a10,39.98512702092896,-75.12413665358363
5194669,16558166,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-09T14:12:02Z,2024-05-11T15:54:44Z,2024-02-12T00:00:00Z,2024-02-09T19:31:43Z,443 W DAUPHIN ST,19133,NA,39.98613617011018,-75.14119413592194
5194792,16558317,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-09T14:47:39Z,2024-05-11T15:42:53Z,2024-02-12T00:00:00Z,2024-02-09T20:03:26Z,2000 CHESTNUT ST,19103,NA,39.95199442368583,-75.17366698162789
5195531,16559238,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-09T18:45:59Z,2024-05-11T15:54:44Z,2024-02-12T00:00:00Z,2024-02-09T18:45:59Z,2019 S WATTS ST,19148,NA,39.92508339515696,-75.16870744592991
5198381,16563112,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-12T19:35:27Z,2024-05-11T15:53:57Z,2024-02-13T00:00:00Z,2024-02-12T19:35:27Z,2608 KENSINGTON AVE,19125,NA,39.98916003265298,-75.12693774865875
5199004,16563957,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-13T00:02:28Z,2024-05-11T15:55:42Z,2024-02-14T00:00:00Z,2024-02-14T18:31:34Z,4800 N 11TH ST,19141,https://d17aqltn7cihbm.cloudfront.net/uploads/large_3253abcc1b89b06bbf362501f3bd677d,40.02557593376654,-75.1422963934127
5199048,16564028,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-13T01:50:10Z,2024-02-14T18:46:18Z,2024-02-14T00:00:00Z,2024-02-14T18:41:14Z,914 S BROAD ST,19146,https://d17aqltn7cihbm.cloudfront.net/uploads/large_b331c73da58ab2c94dd8c3593b3cf717,39.939455875343064,-75.16687509280268
5199069,16564061,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-13T03:04:39Z,2024-05-11T16:14:46Z,2024-02-14T00:00:00Z,2024-02-14T19:05:01Z,1722-36 N DELAWARE AVE,19125,NA,39.97130175401754,-75.12265594461222
5202954,16569046,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-15T04:54:14Z,2024-05-11T16:03:32Z,2024-02-16T00:00:00Z,2024-02-15T14:52:42Z,N FRONT ST & E HUNTINGDON ST,19125,NA,39.98929709258039,-75.1312408905025
5203022,16569159,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-15T11:43:43Z,2024-05-11T12:52:33Z,2024-02-16T00:00:00Z,2024-02-15T17:14:31Z,2771 RUTH ST,19134,https://d17aqltn7cihbm.cloudfront.net/uploads/large_13e54f0bcc403fbc9a68b22f486c750d,39.990477979667695,-75.12274589079206
5195879,16559711,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-09T20:38:24Z,2024-05-11T13:07:58Z,2024-02-12T00:00:00Z,2024-02-09T20:38:24Z,2059 E ALLEGHENY AVE,19134,NA,39.99279263955269,-75.10985897226827
5199084,16564084,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-13T03:49:33Z,2024-05-11T13:05:50Z,2024-02-14T00:00:00Z,2024-02-14T22:56:57Z,S FRONT ST & GREENWICH ST,NA,https://d17aqltn7cihbm.cloudfront.net/uploads/large_403423fe0da17ad03d16687f35ff79b5,39.92786478042167,-75.14694065934921
5199554,16564652,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-13T15:16:40Z,2024-05-11T15:42:44Z,2024-02-14T00:00:00Z,2024-02-14T00:24:32Z,ASHBURNER ST & FRANKFORD AVE,NA,https://d17aqltn7cihbm.cloudfront.net/uploads/large_94a8dcf5d9dca6031015177347db9cfb,40.04362189816665,-75.0195242123266
5199782,16564946,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-13T16:16:27Z,2024-05-11T15:42:10Z,2024-02-14T00:00:00Z,2024-02-14T20:42:37Z,8401 FRANKFORD AVE,19136,https://d17aqltn7cihbm.cloudfront.net/uploads/large_8b4c2badb4ae68888a571aeec641b10e,40.043625639504725,-75.0188938562386
5200036,16565272,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-13T17:32:17Z,2024-05-11T16:03:23Z,2024-02-14T00:00:00Z,2024-02-14T20:53:53Z,904 N AMERICAN ST,19123,NA,39.964723636629586,-75.14165448335068
5200230,16565513,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-13T18:29:41Z,2024-05-11T15:42:34Z,2024-02-14T00:00:00Z,2024-02-14T21:43:30Z,412 N FRONT ST UNIT 1,19123,NA,39.957381050938395,-75.13992688281385
5196291,16560307,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-10T15:12:06Z,2024-05-11T12:52:09Z,2024-02-13T00:00:00Z,2024-02-12T22:32:16Z,VINE ST & N 8TH ST,19123,NA,39.95730410884972,-75.15221841964888
5196508,16560639,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-11T01:18:50Z,2024-05-11T15:54:37Z,2024-02-13T00:00:00Z,2024-02-13T15:54:26Z,227 POPLAR ST,19123,NA,39.96459172236995,-75.14154885603423
5196529,16560662,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-11T02:18:44Z,2024-05-11T15:42:57Z,2024-02-13T00:00:00Z,2024-02-13T16:29:02Z,902 N AMERICAN ST,19123,NA,39.96468493559219,-75.14167245644835
5196630,16560834,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-11T16:49:08Z,2024-05-11T15:54:04Z,2024-02-13T00:00:00Z,2024-02-13T19:31:58Z,230 POPLAR ST,19123,NA,39.96456881877698,-75.14174015943256
5196670,16560925,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-11T18:31:50Z,2024-05-11T16:03:52Z,2024-02-13T00:00:00Z,2024-02-13T21:12:01Z,925 N AMERICAN ST,19123,NA,39.9652238639434,-75.14128079983695
5196792,16561154,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-12T04:32:05Z,2024-05-11T15:42:21Z,2024-02-13T00:00:00Z,2024-02-13T23:36:16Z,3100 KENSINGTON AVE,19134,https://d17aqltn7cihbm.cloudfront.net/uploads/large_b29fb64c3a92381f562c3557e414bea9,39.99542518636581,-75.11555490609793
5196825,16561202,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-12T12:34:53Z,2024-05-11T13:04:40Z,2024-02-13T00:00:00Z,2024-02-14T00:07:09Z,2533 KENSINGTON AVE,19125,NA,39.98783470137934,-75.1290615948306
5200928,16566432,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-13T22:22:23Z,2024-05-11T12:52:47Z,2024-02-15T00:00:00Z,2024-02-14T22:03:36Z,176 E HUNTINGDON ST,19125,NA,39.98884989629426,-75.12831779697835
5207423,16575566,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-20T15:06:10Z,2024-05-11T13:04:48Z,2024-02-21T00:00:00Z,2024-02-21T15:59:23Z,2425 CHESTNUT ST,19103,NA,39.953601275928875,-75.18000137747356
5207614,16575809,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-20T15:51:16Z,2024-05-11T15:45:28Z,2024-02-21T00:00:00Z,2024-02-20T15:51:16Z,914-24 S BROAD ST,19146,NA,39.939331826906354,-75.16653887829376
5208626,16577077,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-20T20:09:56Z,2024-05-11T13:04:57Z,2024-02-21T00:00:00Z,2024-02-21T17:05:50Z,1303 N LEE ST,19125,NA,39.97044666950193,-75.13510691178001
5208983,16577563,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-20T22:32:27Z,2024-05-11T12:54:25Z,2024-02-22T00:00:00Z,2024-02-21T17:52:52Z,2400 CHRISTIAN ST,19146,NA,39.94178509473887,-75.18284638254569
5204382,16570845,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-15T20:14:15Z,2024-05-11T13:08:05Z,2024-02-16T00:00:00Z,2024-02-15T20:21:31Z,901-33 S BROAD ST,19147,NA,39.939526444852895,-75.16630556845874
5204524,16571051,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-15T21:19:00Z,2024-05-11T15:45:05Z,2024-02-19T00:00:00Z,2024-02-15T21:19:00Z,2401 E VENANGO ST,19134,NA,39.99333811490329,-75.09633570504043
5204549,16571086,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-15T21:31:20Z,2024-05-11T15:53:17Z,2024-02-19T00:00:00Z,2024-02-15T21:31:20Z,VINE ST & N 16TH ST,NA,NA,39.958524380763805,-75.16558778872619
5204668,16571261,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-15T22:36:12Z,2024-05-11T15:54:37Z,2024-02-19T00:00:00Z,2024-02-15T23:36:04Z,1500 W MOYAMENSING AVE,19145,https://d17aqltn7cihbm.cloudfront.net/uploads/large_e843d3635fd24ffd62acf6a95b65bdb9,39.916303408967885,-75.17331393964604
5209812,16578622,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-21T15:37:55Z,2024-05-11T15:53:17Z,2024-02-22T00:00:00Z,2024-02-21T15:37:55Z,1410 MONTROSE ST,19146,NA,39.939571912639586,-75.16709748510624
5210720,16579781,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-21T19:38:20Z,2024-05-11T16:14:40Z,2024-02-22T00:00:00Z,2024-02-21T19:38:20Z,116 FOUNTAIN ST,19127,NA,40.03176533416491,-75.23352279901165
5210792,16579872,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-21T20:01:15Z,2024-05-11T15:42:28Z,2024-02-22T00:00:00Z,2024-02-21T20:01:15Z,900-10 S BROAD ST,19146,NA,39.93980526091501,-75.16674546970366
5206172,16573397,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-17T08:18:33Z,2024-05-11T15:45:05Z,2024-02-20T00:00:00Z,2024-02-20T15:54:30Z,2999R RYAN AVE,19152,NA,40.04896124361687,-75.04254112600336
5206251,16573532,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-17T16:05:35Z,2024-05-11T16:14:27Z,2024-02-20T00:00:00Z,2024-02-20T17:31:24Z,910 S BROAD ST,19146,https://d17aqltn7cihbm.cloudfront.net/uploads/large_feadf936d162162a25344482167466f1,39.93976680537162,-75.16644497218668
5206279,16573632,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-17T19:56:01Z,2024-05-11T16:14:46Z,2024-02-20T00:00:00Z,2024-02-20T18:21:47Z,2740 AMBER ST,19134,NA,39.98705760266092,-75.11983982607796
5210981,16580124,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-21T20:56:12Z,2024-05-11T15:52:05Z,2024-02-22T00:00:00Z,2024-02-22T13:18:30Z,601 E ALLEGHENY AVE,19134,NA,39.99740916801072,-75.11917128278417
5211652,16581121,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-22T13:18:05Z,2024-05-11T13:04:29Z,2024-02-23T00:00:00Z,2024-02-22T19:16:03Z,4436 MAIN ST,19127,https://d17aqltn7cihbm.cloudfront.net/uploads/large_3e1dba949fc75f31857859a7facf19fe,40.02628044596261,-75.2258740867816
5206550,16574227,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-19T03:40:26Z,2024-02-20T22:31:05Z,2024-02-20T00:00:00Z,2024-02-20T22:26:00Z,900 S BROAD ST,19146,NA,39.93980526087191,-75.16674546945598
5211790,16581310,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-22T13:30:28Z,2024-05-11T12:53:12Z,2024-02-23T00:00:00Z,2024-02-22T20:29:16Z,428 WINTON ST,19148,NA,39.92154457352023,-75.15445924000845
5206866,16574922,Homeless Encampment Request,Closed,Referred to another organization,Homeless Encampment Request,NA,Office of Homeless Services,1 Business Days,2024-02-20T11:18:10Z,2024-05-11T15:54:39Z,2024-02-21T00:00:00Z,2024-02-21T15:15:19Z,440 N FRONT ST,19123,NA,39.95822694108149,-75.13990380316517
